Epoch,Iteration,Average Loss,Loss Value,Average AUC,Average F1,Loss PR,epoch,iter,avg_loss,loss,average_auc,average_f1,average_pr,start_time,end_time
,,,,,,,36.0,3.0,201.72937763109803,0.16116347908973694,0.7033009070004048,0.7695825326718065,0.7695825326718065,1697237029.54805,1697237503.908371
,,,,,,,37.0,3.0,198.10611712560058,0.09995944797992706,0.698604550664071,0.7700936847865119,0.7700936847865119,1697237029.54805,1697237516.4408686
,,,,,,,38.0,3.0,197.41594089381397,0.07730566710233688,0.697605961637076,0.7717192848085587,0.7717192848085587,1697237029.54805,1697237529.5739985
,,,,,,,39.0,3.0,195.6496263295412,0.4986667335033417,0.6991890367397717,0.768521869893283,0.768521869893283,1697237029.54805,1697237542.9518135
,,,,,,,40.0,3.0,193.9685567393899,0.5554103255271912,0.6902233705383046,0.7700655854919658,0.7700655854919658,1697237029.54805,1697237556.6137104
,,,,,,,41.0,3.0,194.0938153117895,0.33306437730789185,0.6961105206173321,0.7657148864835648,0.7657148864835648,1697237029.54805,1697237569.5004241
,,,,,,,42.0,3.0,191.94049137458205,2.079181432723999,0.687946688409633,0.7610109479517704,0.7610109479517704,1697237029.54805,1697237582.2031686
,,,,,,,43.0,3.0,192.60044838488102,0.39282265305519104,0.6902325819852504,0.763585348116532,0.763585348116532,1697237029.54805,1697237593.898837
,,,,,,,44.0,3.0,191.17165603116155,0.5120733380317688,0.6869337386983978,0.7634233083824197,0.7634233083824197,1697237029.54805,1697237606.9386733
,,,,,,,45.0,3.0,191.03497610986233,0.5668735504150391,0.6861812043173077,0.7582745080528965,0.7582745080528965,1697237029.54805,1697237619.3142123
,,,,,,,46.0,3.0,188.8149643652141,0.0902651846408844,0.6802157030937426,0.7566841384774287,0.7566841384774287,1697237029.54805,1697237632.1115327
,,,,,,,47.0,3.0,189.48196410387754,0.7092351913452148,0.6868561399753961,0.7635786856244539,0.7635786856244539,1697237029.54805,1697237644.852291
,,,,,,,48.0,3.0,187.48352881148458,1.112776756286621,0.6850101404500387,0.7618629170193968,0.7618629170193968,1697237029.54805,1697237658.017431
,,,,,,,49.0,3.0,187.9207568001002,0.09687229245901108,0.6796598185192222,0.7566208087363036,0.7566208087363036,1697237029.54805,1697237672.2667792
,,,,,,,50.0,3.0,187.1153352074325,0.9256521463394165,0.6771677706893577,0.7598381484493688,0.7598381484493688,1697237029.54805,1697237684.2999432
,,,,,,,51.0,3.0,187.35002101771533,0.041470564901828766,0.6736096177595321,0.7572438234868177,0.7572438234868177,1697237029.54805,1697237695.8823981
,,,,,,,52.0,3.0,186.13265755400062,0.3595513105392456,0.679165624999073,0.760194853188899,0.760194853188899,1697237029.54805,1697237708.782274
,,,,,,,53.0,3.0,185.00754051283002,0.2639787197113037,0.6777939947316783,0.7542843253631419,0.7542843253631419,1697237029.54805,1697237721.4471347
,,,,,,,54.0,3.0,185.08358408138156,0.3760327398777008,0.6731526105869099,0.7553438639384151,0.7553438639384151,1697237029.54805,1697237734.2005422
,,,,,,,55.0,3.0,184.25087916478515,0.7095780968666077,0.6721222391549705,0.7511945829153409,0.7511945829153409,1697237029.54805,1697237746.7580895
,,,,,,,56.0,3.0,183.26225166767836,0.46511662006378174,0.6688248388722295,0.7498254543671329,0.7498254543671329,1697237029.54805,1697237758.4832003
,,,,,,,57.0,3.0,182.43006685376167,0.7116700410842896,0.6680101951839661,0.7483194302707474,0.7483194302707474,1697237029.54805,1697237770.357597
,,,,,,,58.0,3.0,182.10080051794648,0.5586468577384949,0.667400290382018,0.7526629155094292,0.7526629155094292,1697237029.54805,1697237783.0888944
,,,,,,,59.0,3.0,182.55666779354215,0.4171222746372223,0.6712974256666457,0.7559290622052472,0.7559290622052472,1697237029.54805,1697237798.1621268
,,,,,,,60.0,3.0,184.35467939078808,1.0366973876953125,0.6676383712578706,0.7529979573009553,0.7529979573009553,1697237029.54805,1697237810.8290243
,,,,,,,61.0,3.0,183.17403498664498,0.6452955007553101,0.6695371648773186,0.7462016439178959,0.7462016439178959,1697237029.54805,1697237822.8277242
,,,,,,,62.0,3.0,183.64081947132945,0.43625694513320923,0.6647901972634618,0.7485211858782281,0.7485211858782281,1697237029.54805,1697237834.306138
,,,,,,,63.0,3.0,182.21014031022787,0.06961220502853394,0.6623596215322021,0.7477430694970182,0.7477430694970182,1697237029.54805,1697237847.1768246
,,,,,,,64.0,3.0,180.6777604483068,0.3128620982170105,0.6671674948387388,0.7516865982099878,0.7516865982099878,1697237029.54805,1697237860.1472437
,,,,,,,65.0,3.0,181.88684371113777,0.7475948929786682,0.6616736563997015,0.7437403394909009,0.7437403394909009,1697237029.54805,1697237872.9483051
,,,,,,,66.0,3.0,181.19212202867493,0.027909373864531517,0.6663698336569335,0.7457993973726232,0.7457993973726232,1697237029.54805,1697237885.793752
,,,,,,,67.0,3.0,181.2279147207737,0.22006800770759583,0.6589731834423028,0.7453073820779763,0.7453073820779763,1697237029.54805,1697237897.5943022
,,,,,,,68.0,3.0,178.24667191505432,0.17238818109035492,0.6591930465891663,0.7457073386036885,0.7457073386036885,1697237029.54805,1697237909.2134953
,,,,,,,69.0,3.0,180.232044223696,0.8258072137832642,0.6591949664710327,0.7491355250336187,0.7491355250336187,1697237029.54805,1697237923.9494894
,,,,,,,70.0,3.0,180.51089392602444,0.6250584125518799,0.6551955148309647,0.7431473029528317,0.7431473029528317,1697237029.54805,1697237936.7006223
,,,,,,,71.0,3.0,179.50356742367148,0.13405871391296387,0.6573441383924409,0.7445146143034974,0.7445146143034974,1697237029.54805,1697237949.4186044
,,,,,,,72.0,3.0,179.86082985065877,0.07298137992620468,0.6638457057508531,0.7479361495093754,0.7479361495093754,1697237029.54805,1697237962.3325374
,,,,,,,73.0,3.0,180.27275804802775,0.2871250510215759,0.6563865404948266,0.7411760223216464,0.7411760223216464,1697237029.54805,1697237975.2365394
,,,,,,,74.0,3.0,177.3386079519987,0.7099848985671997,0.6602442716018774,0.7467667521975769,0.7467667521975769,1697237029.54805,1697237986.6903634
,,,,,,,75.0,3.0,177.4367915801704,0.1453019231557846,0.6586357659922141,0.7456983761292009,0.7456983761292009,1697237029.54805,1697237998.624557
,,,,,,,76.0,3.0,179.98598619922996,2.6113064289093018,0.6631005921863442,0.7459973114114906,0.7459973114114906,1697237029.54805,1697238011.4408135
,,,,,,,77.0,3.0,178.34800935909152,0.6584001779556274,0.6609753731654224,0.7520775922612123,0.7520775922612123,1697237029.54805,1697238024.4355962
,,,,,,,78.0,3.0,176.5354535728693,0.6612700819969177,0.654769143033208,0.7451830338461616,0.7451830338461616,1697237029.54805,1697238037.205701
,,,,,,,79.0,3.0,177.57405980676413,0.5518238544464111,0.652506112286843,0.7447687128065446,0.7447687128065446,1697237029.54805,1697238049.9418755
,,,,,,,80.0,3.0,178.04528373852372,1.2470250129699707,0.6541123412700514,0.7450986883670792,0.7450986883670792,1697237029.54805,1697238063.09545
,,,,,,,81.0,3.0,178.34643356874585,0.23491433262825012,0.6526227682311465,0.7415712978912686,0.7415712978912686,1697237029.54805,1697238075.3387036
,,,,,,,82.0,3.0,177.93846561014652,0.3386573791503906,0.655176454604717,0.7490655440684413,0.7490655440684413,1697237029.54805,1697238088.2315075
,,,,,,,83.0,3.0,179.31172209233046,0.3516726493835449,0.6555436794264055,0.7397801350135913,0.7397801350135913,1697237029.54805,1697238101.2119825
,,,,,,,84.0,3.0,178.0324810165912,0.05677749961614609,0.6548652852614965,0.7421332941510931,0.7421332941510931,1697237029.54805,1697238114.1301386
,,,,,,,85.0,3.0,177.27613709494472,0.26246178150177,0.6588275057399092,0.7451220153554716,0.7451220153554716,1697237029.54805,1697238126.4046347
,,,,,,,86.0,3.0,176.39927452802658,0.267255574464798,0.6544398617522662,0.7442383664326389,0.7442383664326389,1697237029.54805,1697238137.5990303
,,,,,,,87.0,3.0,177.64621873944998,0.4056300222873688,0.652536216562998,0.7409405698509021,0.7409405698509021,1697237029.54805,1697238150.3395576
,,,,,,,88.0,3.0,175.90741907432675,0.0707966685295105,0.6549652655195737,0.7482727762939625,0.7482727762939625,1697237029.54805,1697238163.3618782
,,,,,,,89.0,3.0,177.2680609561503,1.1680879592895508,0.649803068654175,0.7379241437183732,0.7379241437183732,1697237029.54805,1697238176.2785108
,,,,,,,90.0,3.0,175.830816116184,0.15146750211715698,0.6508396233280479,0.7447453858181521,0.7447453858181521,1697237029.54805,1697238190.8537698
,,,,,,,91.0,3.0,176.63533647358418,0.293658047914505,0.6493953841642033,0.7409172428625096,0.7409172428625096,1697237029.54805,1697238203.5369225
,,,,,,,92.0,3.0,178.66988434270024,0.27286234498023987,0.6523098493283882,0.7468000657601166,0.7468000657601166,1697237029.54805,1697238215.235151
,,,,,,,93.0,3.0,175.91708144918084,0.2775823473930359,0.6547031903704511,0.7404252275678627,0.7404252275678627,1697237029.54805,1697238227.283781
,,,,,,,94.0,3.0,176.85887388139963,0.5554742813110352,0.6584334877297839,0.7452607281011914,0.7452607281011914,1697237029.54805,1697238240.0135252
,,,,,,,95.0,3.0,175.18322082608938,0.41747695207595825,0.6510470382478737,0.7403875360655654,0.7403875360655654,1697237029.54805,1697238252.7841384
,,,,,,,96.0,3.0,176.5656834617257,0.5276176333427429,0.650658502242585,0.7401452413342076,0.7401452413342076,1697237029.54805,1697238265.6714242
,,,,,,,97.0,3.0,176.79002171941102,0.08947395533323288,0.6485888377745208,0.7418702331735585,0.7418702331735585,1697237029.54805,1697238278.0037344
,,,,,,,98.0,3.0,175.37517323717475,0.7894012331962585,0.6459047922446757,0.7431006489760468,0.7431006489760468,1697237029.54805,1697238289.136535
,,,,,,,99.0,3.0,173.01566551811993,0.12411684542894363,0.6500714031728811,0.7452063608345538,0.7452063608345538,1697237029.54805,1697238301.6256793
